,id,place_name,category_name,category_group_code,category_group_name,phone,address_name,road_address_name,x,y,place_url,distance,가게 이름,별점,리뷰 수,태그들,연번,업소명,소재지,지정등급,지정번호,지정일자
4657,571482127,진달래집,음식점,FD6,음식점,,서울 도봉구 방학동 664-9,서울 도봉구 도당로 55,127.0344623,37.6631575,http://place.map.kakao.com/571482127,142,진달래집,5,1,"#노포, #카카오페이, #제로페이",,,,,,
2920,701965349,어시장포차,음식점,FD6,음식점,,서울 도봉구 창동 500,서울 도봉구 우이천로4라길 11,127.0416562,37.63355066,http://place.map.kakao.com/701965349,811,어시장포차,0,0,"#카카오페이, #제로페이",,,,,,
4997,1134492053,행운,음식점,FD6,음식점,,서울 도봉구 방학동 645-4,서울 도봉구 도당로19길 56,127.0396293,37.66948616,http://place.map.kakao.com/1134492053,195,행운,0,0,#제로페이,,,,,,
4567,1302207758,카레앤돈,음식점,FD6,음식점,,서울 도봉구 쌍문동 8-10,서울 도봉구 도봉로139길 74,127.0376945,37.66065448,http://place.map.kakao.com/1302207758,153,카레앤돈,5,1,#제로페이,,,,,,
2275,1943245333,최순옥 명품국밥 창동점,음식점,FD6,음식점,,서울 도봉구 창동 9-1,서울 도봉구 노해로 379,127.0502554,37.65247519,http://place.map.kakao.com/1943245333,319,최순옥 명품국밥 창동점,0,0,"#혼밥, #카카오페이, #제로페이",,,,,,
4296,2017669864,마라집 쌍문,음식점,FD6,음식점,,서울 도봉구 방학동 734,서울 도봉구 시루봉로 67,127.0275781,37.65683802,http://place.map.kakao.com/2017669864,409,마라집 쌍문,5,1,"#카카오페이, #제로페이",,,,,,
5012,2086901568,별미분식,음식점,FD6,음식점,,서울 도봉구 도봉동 610-18,서울 도봉구 도봉로153길 58,127.0401748,37.67004549,http://place.map.kakao.com/2086901568,269,별미분식,0,0,#제로페이,,,,,,
2908,2117632826,짝태앤노가리 창동점,음식점,FD6,음식점,,서울 도봉구 창동 824,서울 도봉구 덕릉로60길 164-13,127.042883,37.6331655,http://place.map.kakao.com/2117632826,812,짝태앤노가리 창동점,0,0,#제로페이,,,,,,
4433,1829781658,쌍문동꽈배기BY꽈백최선생,음식점 > 간식,FD6,음식점,02-999-9102,서울 도봉구 쌍문동 571,서울 도봉구 방학로3길 127,127.038407,37.65768462,http://place.map.kakao.com/1829781658,79,쌍문동꽈배기BY꽈백최선생,3.1,12,#제로페이,,,,,,
4435,1931516114,토스트유 쌍문본점,음식점 > 간식,FD6,음식점,02-6369-9408,서울 도봉구 쌍문동 572,서울 도봉구 도봉로133길 20,127.03856,37.65764763,http://place.map.kakao.com/1931516114,81,토스트유 쌍문본점,0,0,#제로페이,,,,,,
4350,26870233,꼬꼬스토리 쌍문점,음식점 > 간식 > 닭강정,FD6,음식점,02-954-3513,서울 도봉구 쌍문동 215-1,서울 도봉구 해등로26길 7,127.0326072,37.65843598,http://place.map.kakao.com/26870233,321,꼬꼬스토리 쌍문점,4.8,9,#제로페이,,,,,,
4838,478496047,이나닭강정 방학점,음식점 > 간식 > 닭강정,FD6,음식점,02-954-4898,서울 도봉구 방학동 661-13,서울 도봉구 도당로13가길 14,127.0362735,37.66573466,http://place.map.kakao.com/478496047,95,이나닭강정 방학점,0,0,#제로페이,,,,,,
2907,545240830,조선닭강정,음식점 > 간식 > 닭강정,FD6,음식점,,서울 도봉구 창동 456-3,서울 도봉구 우이천로12길 52,127.0408682,37.63658636,http://place.map.kakao.com/545240830,806,조선닭강정,4,1,#제로페이,,,,,,
3484,1746723497,스마일닭강정,음식점 > 간식 > 닭강정,FD6,음식점,02-900-8901,서울 도봉구 창동 700-108,서울 도봉구 노해로 269,127.0380039,37.65166618,http://place.map.kakao.com/1746723497,447,스마일닭강정,3.3,47,"#혼술, #제로페이",,,,,,
3640,1770832757,큰집닭강정 쌍문역점,음식점 > 간식 > 닭강정,FD6,음식점,02-908-8500,서울 도봉구 창동 657-97,서울 도봉구 도봉로112길 19,127.035725,37.6469097,http://place.map.kakao.com/1770832757,48,큰집닭강정 쌍문역점,2.8,5,#제로페이,,,,,,
3883,1811090119,알통떡강정 쌍문점,음식점 > 간식 > 닭강정 > 알통떡강정,FD6,음식점,02-997-6544,서울 도봉구 쌍문동 96-12,서울 도봉구 노해로60길 85,127.0331679,37.64765196,http://place.map.kakao.com/1811090119,68,알통떡강정 쌍문점,0,0,#제로페이,,,,,,
4935,76866987,꽈백최선생 방학점,음식점 > 간식 > 도넛,FD6,음식점,02-954-9889,서울 도봉구 방학동 682-33,서울 도봉구 도봉로145길 14,127.0417892,37.6646958,http://place.map.kakao.com/76866987,175,꽈백최선생 방학점,5,2,#제로페이,,,,,,
3642,1290576863,화승꽈배기,음식점 > 간식 > 도넛,FD6,음식점,,서울 도봉구 창동 657-143,서울 도봉구 도봉로114길 22-5,127.0356481,37.64720705,http://place.map.kakao.com/1290576863,60,화승꽈배기,4.4,17,#제로페이,,,,,,
3841,15382164,던킨 쌍문역점,음식점 > 간식 > 도넛 > 던킨,FD6,음식점,02-993-3131,서울 도봉구 창동 655-20,서울 도봉구 도봉로 468,127.0343745,37.64738583,http://place.map.kakao.com/15382164,21,던킨 쌍문역점,1.3,13,"#카카오페이, #제로페이",5379,던킨도너츠 쌍문역점,"서울특별시 도봉구 도봉로 468(창동,홍일빌딩 101-2호)",매우우수,HG210004013,2023-05-14
13,19332386,던킨 창동하나로점,음식점 > 간식 > 도넛 > 던킨,FD6,음식점,02-991-0450,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051277,37.65506327,http://place.map.kakao.com/19332386,129,던킨 창동하나로점,3.7,3,"#카카오페이, #제로페이",5391,던킨도너츠창동하나로,서울특별시 도봉구 마들로11길 20(1층 창동),매우우수,HG210004035,2023-05-14
4832,10192043,낙원복떡집,"음식점 > 간식 > 떡,한과",FD6,음식점,,서울 도봉구 방학동 661-34,서울 도봉구 도당로13가길 8,127.0360241,37.66559238,http://place.map.kakao.com/10192043,84,낙원복떡집,0,0,#제로페이,,,,,,
4833,10192043,낙원복떡집,"음식점 > 간식 > 떡,한과",FD6,음식점,,서울 도봉구 방학동 661-34,서울 도봉구 도당로13가길 8,127.0360241,37.66559238,http://place.map.kakao.com/10192043,84,낙원복떡집,4,4,#제로페이,,,,,,
3134,12052540,오병이어,"음식점 > 간식 > 떡,한과",FD6,음식점,02-990-5025,서울 도봉구 창동 135-28,서울 도봉구 노해로63길 84-9,127.0470008,37.65252428,http://place.map.kakao.com/12052540,156,오병이어,4,9,#제로페이,,,,,,
5300,12180720,오병이어떡전문점,"음식점 > 간식 > 떡,한과",FD6,음식점,02-955-3400,서울 도봉구 도봉동 623-80,서울 도봉구 도봉로156길 30,127.0459344,37.67257334,http://place.map.kakao.com/12180720,161,오병이어떡전문점,0,0,#제로페이,,,,,,
4348,12504117,청기와떡방,"음식점 > 간식 > 떡,한과",FD6,음식점,,서울 도봉구 쌍문동 192-4,서울 도봉구 해등로 200,127.0345382,37.65824802,http://place.map.kakao.com/12504117,321,청기와떡방,0,0,#제로페이,,,,,,
3479,15342079,떡의나라 창동역점,"음식점 > 간식 > 떡,한과",FD6,음식점,02-908-1103,서울 도봉구 창동 74-4,서울 도봉구 노해로63길 84-4,127.0466338,37.65269381,http://place.map.kakao.com/15342079,98,떡의나라 창동역점,0,0,#제로페이,,,,,,
3897,16500880,한양떡집,"음식점 > 간식 > 떡,한과",FD6,음식점,02-905-7022,서울 도봉구 쌍문동 103-44,서울 도봉구 도봉로109길 27,127.0317409,37.64685318,http://place.map.kakao.com/16500880,36,한양떡집,0,0,#제로페이,,,,,,
4020,16705609,대원떡집,"음식점 > 간식 > 떡,한과",FD6,음식점,,서울 도봉구 쌍문동 94-50,서울 도봉구 도봉로113길 16,127.0333053,37.6482763,http://place.map.kakao.com/16705609,60,대원떡집,0,0,#제로페이,,,,,,
3324,16850911,제일떡집,"음식점 > 간식 > 떡,한과",FD6,음식점,02-995-0066,서울 도봉구 창동 585-12,서울 도봉구 덕릉로57길 47,127.0361252,37.64022428,http://place.map.kakao.com/16850911,171,제일떡집,0,0,#제로페이,,,,,,
3252,17003514,낙원복떡집,"음식점 > 간식 > 떡,한과",FD6,음식점,02-903-7797,서울 도봉구 창동 578-120,서울 도봉구 덕릉로57길 31,127.0368365,37.639806,http://place.map.kakao.com/17003514,80,낙원복떡집,0,0,#제로페이,,,,,,
3253,17003514,낙원복떡집,"음식점 > 간식 > 떡,한과",FD6,음식점,02-903-7797,서울 도봉구 창동 578-120,서울 도봉구 덕릉로57길 31,127.0368365,37.639806,http://place.map.kakao.com/17003514,80,낙원복떡집,4,4,#제로페이,,,,,,
3845,17005302,종로떡방,"음식점 > 간식 > 떡,한과",FD6,음식점,,서울 도봉구 쌍문동 96-29,서울 도봉구 도봉로 471,127.0338852,37.64784727,http://place.map.kakao.com/17005302,45,종로떡방,3,2,#제로페이,,,,,,
3846,17005302,종로떡방,"음식점 > 간식 > 떡,한과",FD6,음식점,,서울 도봉구 쌍문동 96-29,서울 도봉구 도봉로 471,127.0338852,37.64784727,http://place.map.kakao.com/17005302,45,종로떡방,3.8,4,#제로페이,,,,,,
3847,17005302,종로떡방,"음식점 > 간식 > 떡,한과",FD6,음식점,,서울 도봉구 쌍문동 96-29,서울 도봉구 도봉로 471,127.0338852,37.64784727,http://place.map.kakao.com/17005302,45,종로떡방,5,2,#제로페이,,,,,,
4494,17012200,떡이야기,"음식점 > 간식 > 떡,한과",FD6,음식점,02-906-8494,서울 도봉구 쌍문동 41-1,서울 도봉구 방학로3길 116,127.0383823,37.65816395,http://place.map.kakao.com/17012200,31,떡이야기,0,0,#제로페이,,,,,,
4733,17013077,화진떡방,"음식점 > 간식 > 떡,한과",FD6,음식점,,서울 도봉구 방학동 632-71,서울 도봉구 방학로10길 73,127.0349777,37.66507103,http://place.map.kakao.com/17013077,104,화진떡방,0,0,#제로페이,,,,,,
4309,17340017,떡고을,"음식점 > 간식 > 떡,한과",FD6,음식점,02-900-2597,서울 도봉구 방학동 734,서울 도봉구 해등로 268,127.0269314,37.65783556,http://place.map.kakao.com/17340017,418,떡고을,0,0,#제로페이,,,,,,
4731,21392549,궁중떡집,"음식점 > 간식 > 떡,한과",FD6,음식점,,서울 도봉구 방학동 632-83,서울 도봉구 방학로10길 67,127.0347136,37.66492605,http://place.map.kakao.com/21392549,131,궁중떡집,5,1,#제로페이,,,,,,
4698,154324119,삼미당잔기지떡,"음식점 > 간식 > 떡,한과",FD6,음식점,010-2694-7333,서울 도봉구 방학동 690-87,서울 도봉구 방학로6길 12,127.0373888,37.66349988,http://place.map.kakao.com/154324119,122,삼미당잔기지떡,5,5,"#기정떡, #답례떡, #도봉구떡집, #발효떡, #방학동핫플, #카카오페이, #제로페이",,,,,,
104,322033045,프롬더하트,"음식점 > 간식 > 떡,한과",FD6,음식점,,서울 도봉구 방학동 720-33,서울 도봉구 마들로 650,127.047065,37.66802835,http://place.map.kakao.com/322033045,416,프롬더하트,0,0,"#수제디저트, #수제케이크, #케이크주문제작, #제로페이",,,,,,
3965,735219628,나렌시아케이크,"음식점 > 간식 > 떡,한과",FD6,음식점,010-3434-3116,서울 도봉구 창동 262-23,서울 도봉구 노해로63나길 12,127.0443818,37.65407499,http://place.map.kakao.com/735219628,229,나렌시아케이크,5,2,"#떡케이크주문제작, #케이크주문제작, #제로페이",,,,,,
4241,759630101,선떡여왕,"음식점 > 간식 > 떡,한과",FD6,음식점,0507-1361-0608,서울 도봉구 쌍문동 59-5,서울 도봉구 시루봉로 56,127.0282192,37.65584228,http://place.map.kakao.com/759630101,421,선떡여왕,5,1,"#상견례, #제로페이",,,,,,
4606,971142127,떡공방하소재,"음식점 > 간식 > 떡,한과",FD6,음식점,070-7954-8425,서울 도봉구 쌍문동 709-23,서울 도봉구 도봉로141길 39,127.0398257,37.66160612,http://place.map.kakao.com/971142127,194,떡공방하소재,0,0,#제로페이,,,,,,
4852,1417657097,도깨비떡집,"음식점 > 간식 > 떡,한과",FD6,음식점,02-3491-1547,서울 도봉구 방학동 661-30,서울 도봉구 도당로15길 9,127.0365933,37.66600035,http://place.map.kakao.com/1417657097,111,도깨비떡집,0,0,#제로페이,,,,,,
4601,1496947174,달콤달달,"음식점 > 간식 > 떡,한과",FD6,음식점,010-2354-7517,서울 도봉구 쌍문동 710-3,서울 도봉구 도봉로139길 56-16,127.0386027,37.66131551,http://place.map.kakao.com/1496947174,213,달콤달달,5,2,"#레터링케이크, #상견례, #케이크주문제작, #제로페이",,,,,,
5103,1607559235,고향떡방,"음식점 > 간식 > 떡,한과",FD6,음식점,,서울 도봉구 도봉동 611,서울 도봉구 도당로27길 60,127.0412674,37.67001177,http://place.map.kakao.com/1607559235,161,고향떡방,5,1,#제로페이,,,,,,
3003,1623547739,러브라이스샵,"음식점 > 간식 > 떡,한과",FD6,음식점,0503-7150-7958,서울 도봉구 창동 601-53,서울 도봉구 덕릉로59나길 17,127.0393242,37.64120353,http://place.map.kakao.com/1623547739,742,러브라이스샵,4.5,2,"#앙금플라워케이크, #창동떡케이크, #창동숫자케이크, #창동용돈케이크, #도봉구떡케이크, #제로페이",,,,,,
5115,2095181371,오복농산,"음식점 > 간식 > 떡,한과",FD6,음식점,02-3493-5600,서울 도봉구 도봉동 613-33,서울 도봉구 시루봉로 297-1,127.0422418,37.67138903,http://place.map.kakao.com/2095181371,417,오복농산,0,0,#제로페이,,,,,,
4597,118023424,엘림유통,음식점 > 간식 > 아이스크림,FD6,음식점,02-990-6602,서울 도봉구 방학동 313-3,서울 도봉구 시루봉로12길 6,127.0307014,37.66510015,http://place.map.kakao.com/118023424,273,엘림유통,0,0,#제로페이,,,,,,
77,1181083479,빵빵아이스크림,음식점 > 간식 > 아이스크림,FD6,음식점,,서울 도봉구 방학동 713-1,서울 도봉구 도봉로146길 40,127.0451653,37.66413145,http://place.map.kakao.com/1181083479,563,빵빵아이스크림,0,0,"#카카오페이, #제로페이",,,,,,
3403,1250604039,아이스마켓 창동점,음식점 > 간식 > 아이스크림,FD6,음식점,,서울 도봉구 창동 819,서울 도봉구 도봉로110다길 51,127.0331197,37.64369395,http://place.map.kakao.com/1250604039,229,아이스마켓 창동점,0,0,"#이동약자접근, #카카오페이, #제로페이",,,,,,
3875,1782335671,초등마켓아이스크림 쌍문점,음식점 > 간식 > 아이스크림,FD6,음식점,,서울 도봉구 쌍문동 100-26,서울 도봉구 노해로60길 104,127.0325432,37.64700072,http://place.map.kakao.com/1782335671,44,초등마켓아이스크림 쌍문점,0,0,"#카카오페이, #제로페이",,,,,,
3838,11062309,배스킨라빈스 쌍문역점,음식점 > 간식 > 아이스크림 > 배스킨라빈스,FD6,음식점,02-908-3135,서울 도봉구 창동 655-20,서울 도봉구 도봉로 468,127.0343746,37.64747592,http://place.map.kakao.com/11062309,14,배스킨라빈스 쌍문역점,2.9,11,"#카카오페이, #제로페이",5389,배스킨라빈스 쌍문역점,"서울특별시 도봉구 도봉로 468(창동,홍일빌딩 104, 104-1호)",매우우수,HG210004033,2023-05-14
3077,11264643,배스킨라빈스 창동역2점,음식점 > 간식 > 아이스크림 > 배스킨라빈스,FD6,음식점,02-906-3201,서울 도봉구 창동 331-2,서울 도봉구 노해로65길 17,127.0461722,37.6520597,http://place.map.kakao.com/11264643,250,배스킨라빈스 창동역2점,3.7,10,"#카카오페이, #제로페이",,,,,,
94,11302690,배스킨라빈스 방학점,음식점 > 간식 > 아이스크림 > 배스킨라빈스,FD6,음식점,02-954-3133,서울 도봉구 방학동 716-5,서울 도봉구 도봉로150길 43,127.0458761,37.66627371,http://place.map.kakao.com/11302690,517,배스킨라빈스 방학점,1.5,16,"#이동약자접근, #카카오페이, #제로페이",1845,배스킨라빈스 방학점,"서울특별시 도봉구 도봉로150길 43(방학동,ESA아파트상가 116호)",우수,HG200002818,2024-05-28
4403,12255554,배스킨라빈스 쌍문점,음식점 > 간식 > 아이스크림 > 배스킨라빈스,FD6,음식점,02-999-3132,서울 도봉구 쌍문동 20-4,서울 도봉구 도당로 6,127.0353136,37.65878478,http://place.map.kakao.com/12255554,264,배스킨라빈스 쌍문점,3,10,"#카카오페이, #제로페이",,,,,,
31,13561960,배스킨라빈스 창동역1점,음식점 > 간식 > 아이스크림 > 배스킨라빈스,FD6,음식점,02-999-1131,서울 도봉구 창동 13,서울 도봉구 마들로11길 65,127.0496804,37.65348904,http://place.map.kakao.com/13561960,197,배스킨라빈스 창동역1점,3.2,5,"#카카오페이, #제로페이",,,,,,
3193,27227100,배스킨라빈스 신창점,음식점 > 간식 > 아이스크림 > 배스킨라빈스,FD6,음식점,02-903-8811,서울 도봉구 창동 552-48,서울 도봉구 덕릉로 220,127.0374336,37.63766868,http://place.map.kakao.com/27227100,105,배스킨라빈스 신창점,3.1,8,"#카카오페이, #제로페이",10169,배스킨라빈스(신창),서울특별시 도봉구 덕릉로 220(1층 창동),매우우수,HG220004121,2024-06-03
4929,418420886,배스킨라빈스 방학사거리점,음식점 > 간식 > 아이스크림 > 배스킨라빈스,FD6,음식점,02-3492-3535,서울 도봉구 방학동 703-65,서울 도봉구 도봉로 675,127.0423616,37.6646965,http://place.map.kakao.com/418420886,275,배스킨라빈스 방학사거리점,4.4,8,"#카카오페이, #제로페이",7387,배스킨라빈스방학사거리점,서울특별시 도봉구 도봉로 675(지상1층 방학동),매우우수,HG210009026,2023-09-16
3166,729555553,아이스크림스토리 신창시장점,음식점 > 간식 > 아이스크림 > 아이스크림스토리,FD6,음식점,,서울 도봉구 창동 581-9,서울 도봉구 덕릉로59가길 12,127.0383583,37.64016952,http://place.map.kakao.com/729555553,232,아이스크림스토리 신창시장점,0,0,#제로페이,,,,,,
4012,97054318,얼음왕국 쌍문332호점,음식점 > 간식 > 아이스크림 > 얼음왕국,FD6,음식점,,서울 도봉구 쌍문동 141-50,서울 도봉구 노해로60길 38,127.0341172,37.6496762,http://place.map.kakao.com/97054318,76,얼음왕국 쌍문332호점,0,0,"#카카오페이, #제로페이",,,,,,
3898,1597963792,얼음왕국 쌍문한양점,음식점 > 간식 > 아이스크림 > 얼음왕국,FD6,음식점,,서울 도봉구 쌍문동 123-7,서울 도봉구 도봉로109길 34,127.0314895,37.64710012,http://place.map.kakao.com/1597963792,70,얼음왕국 쌍문한양점,5,1,"#카카오페이, #제로페이",,,,,,
4306,2115598647,얼음왕국 도봉149호점,음식점 > 간식 > 아이스크림 > 얼음왕국,FD6,음식점,,서울 도봉구 쌍문동 53,서울 도봉구 해등로 242-7,127.0296356,37.6581917,http://place.map.kakao.com/2115598647,445,얼음왕국 도봉149호점,5,1,"#카카오페이, #제로페이",,,,,,
4530,234037508,응응스크르 서울방학점,음식점 > 간식 > 아이스크림 > 응응스크르,FD6,음식점,,서울 도봉구 방학동 305-8,서울 도봉구 도당로9길 62,127.0310314,37.66278724,http://place.map.kakao.com/234037508,266,응응스크르 서울방학점,5,1,#제로페이,,,,,,
4248,1164067324,응응스크르,음식점 > 간식 > 아이스크림 > 응응스크르,FD6,음식점,,서울 도봉구 쌍문동 262-10,서울 도봉구 시루봉로 59,127.0277309,37.65614693,http://place.map.kakao.com/1164067324,425,응응스크르,0,0,"#카카오페이, #제로페이",,,,,,
4249,1164067324,응응스크르,음식점 > 간식 > 아이스크림 > 응응스크르,FD6,음식점,,서울 도봉구 쌍문동 262-10,서울 도봉구 시루봉로 59,127.0277309,37.65614693,http://place.map.kakao.com/1164067324,425,응응스크르,0,0,"#카카오페이, #제로페이",,,,,,
4251,1164067324,응응스크르,음식점 > 간식 > 아이스크림 > 응응스크르,FD6,음식점,,서울 도봉구 쌍문동 262-10,서울 도봉구 시루봉로 59,127.0277309,37.65614693,http://place.map.kakao.com/1164067324,425,응응스크르,5,1,"#카카오페이, #제로페이",,,,,,
2926,1324398625,응응스크르,음식점 > 간식 > 아이스크림 > 응응스크르,FD6,음식점,,서울 도봉구 창동 504-9,서울 도봉구 우이천로4라길 29,127.0421124,37.63281259,http://place.map.kakao.com/1324398625,758,응응스크르,0,0,"#카카오페이, #제로페이",,,,,,
2927,1324398625,응응스크르,음식점 > 간식 > 아이스크림 > 응응스크르,FD6,음식점,,서울 도봉구 창동 504-9,서울 도봉구 우이천로4라길 29,127.0421124,37.63281259,http://place.map.kakao.com/1324398625,758,응응스크르,0,0,"#카카오페이, #제로페이",,,,,,
2929,1324398625,응응스크르,음식점 > 간식 > 아이스크림 > 응응스크르,FD6,음식점,,서울 도봉구 창동 504-9,서울 도봉구 우이천로4라길 29,127.0421124,37.63281259,http://place.map.kakao.com/1324398625,758,응응스크르,5,1,"#카카오페이, #제로페이",,,,,,
3525,1333186367,카페띠아모 쌍문동점,음식점 > 간식 > 아이스크림 > 카페띠아모,FD6,음식점,02-993-2148,서울 도봉구 창동 828,서울 도봉구 도봉로110다길 38,127.0330917,37.64440394,http://place.map.kakao.com/1333186367,180,카페띠아모 쌍문동점,5,5,#제로페이,,,,,,
4304,1931251329,픽미픽미아이스 도봉쌍문에벤에셀점,음식점 > 간식 > 아이스크림 > 픽미픽미아이스,FD6,음식점,0507-1488-9311,서울 도봉구 쌍문동 256,서울 도봉구 해등로 255,127.028349,37.65754601,http://place.map.kakao.com/1931251329,385,픽미픽미아이스 도봉쌍문에벤에셀점,5,2,"#카카오페이, #제로페이",,,,,,
4742,8521235,정항모과자점,"음식점 > 간식 > 제과,베이커리",FD6,음식점,02-3493-9878,서울 도봉구 방학동 661,서울 도봉구 도당로13길 8,127.0357656,37.66532216,http://place.map.kakao.com/8521235,177,정항모과자점,0,0,#제로페이,,,,,,
4927,9062056,브레드이쉬,"음식점 > 간식 > 제과,베이커리",FD6,음식점,02-968-6151,서울 도봉구 방학동 680,서울 도봉구 도봉로145길 7,127.0420623,37.664502,http://place.map.kakao.com/9062056,262,브레드이쉬,0,0,#제로페이,,,,,,
5112,9156299,뉴욕베이커리 방학본점,"음식점 > 간식 > 제과,베이커리",FD6,음식점,02-3492-4267,서울 도봉구 방학동 651-4,서울 도봉구 도봉로153길 39,127.041358,37.66986488,http://place.map.kakao.com/9156299,221,뉴욕베이커리 방학본점,5,1,#제로페이,,,,,,
4007,10920034,함스브로트과자점,"음식점 > 간식 > 제과,베이커리",FD6,음식점,02-996-4488,서울 도봉구 쌍문동 88-106,서울 도봉구 도봉로 483,127.0345498,37.64892826,http://place.map.kakao.com/10920034,150,함스브로트과자점,4,52,"#백년가게, #노포, #제로페이",,,,,,
2123,12048576,샹도르과자점,"음식점 > 간식 > 제과,베이커리",FD6,음식점,02-996-5931,서울 도봉구 창동 26,서울 도봉구 노해로 384,127.0510256,37.65194959,http://place.map.kakao.com/12048576,330,샹도르과자점,4.2,6,#제로페이,,,,,,
2974,16985418,불란서베이커리,"음식점 > 간식 > 제과,베이커리",FD6,음식점,,서울 도봉구 창동 501-20,서울 도봉구 우이천로4길 31,127.0411524,37.63405629,http://place.map.kakao.com/16985418,601,불란서베이커리,3.9,7,#제로페이,,,,,,
168,16987256,모란봉베이커리,"음식점 > 간식 > 제과,베이커리",FD6,음식점,02-3492-8295,서울 도봉구 도봉동 634-11,서울 도봉구 마들로 684-3,127.0468676,37.6713116,http://place.map.kakao.com/16987256,342,모란봉베이커리,4.3,3,#제로페이,,,,,,
4098,16998477,공감떡집,"음식점 > 간식 > 제과,베이커리",FD6,음식점,02-903-3934,서울 도봉구 창동 256-2,서울 도봉구 노해로63다길 21,127.0461177,37.6537788,http://place.map.kakao.com/16998477,101,공감떡집,0,0,#제로페이,,,,,,
3498,17001806,벧엘제과,"음식점 > 간식 > 제과,베이커리",FD6,음식점,02-902-1854,서울 도봉구 창동 651-13,서울 도봉구 도봉로112길 30,127.0363006,37.64680501,http://place.map.kakao.com/17001806,272,벧엘제과,5,11,#제로페이,,,,,,
3175,17002392,임한옥베이커리,"음식점 > 간식 > 제과,베이커리",FD6,음식점,02-991-1577,서울 도봉구 창동 557-9,서울 도봉구 덕릉로 236,127.0385037,37.6387315,http://place.map.kakao.com/17002392,97,임한옥베이커리,0,0,#제로페이,,,,,,
